1,Renee,Mixed,Cheap,Chelsea,09:00,23:00,3.2,TRUE
2,Royce,Spanish,Expensive,TriBeCa,10:00,19:00,3.2,FALSE
3,Rosalind,Mexican,Cheap,Midtown,09:00,22:00,4.5,TRUE
4,Garry,African,Expensive,Harlem,09:00,23:00,2.5,TRUE
5,Estelle,African,Cheap,Gramercy Park,08:00,22:00,3.7,FALSE
6,Brnaby,Chinese,Expensive,SoHo,10:00,22:00,4.4,FALSE
7,Guthrey,French,Cheap,Midtown,09:00,18:00,2.9,FALSE
8,Pandora,Chinese,Medium,Inwood,09:00,19:00,3.1,FALSE
9,Risa,Mixed,Medium,Battery Park City,08:00,22:00,4.2,FALSE
10,Billy,Mixed,Expensive,Washington Heights,06:00,23:00,4.1,TRUE
11,Marika,Italian,Cheap,Greenwich Village,08:00,18:00,4.7,FALSE
12,Dilan,African,Medium,TriBeCa,07:00,21:00,2.0,FALSE
13,Clary,Mexican,Medium,Washington Heights,11:00,16:00,3.7,TRUE
14,Audy,Mixed,Medium,Harlem,09:00,18:00,2.8,FALSE
15,Hesther,Italian,Expensive,Greenwich Village,11:00,16:00,4.3,TRUE
16,Kettie,Japanese,Cheap,Gramercy Park,10:00,21:00,4.4,TRUE
17,Nick,African,Cheap,Greenwich Village,06:00,22:00,2.7,FALSE
18,Lulu,American,Expensive,Inwood,06:00,22:00,3.6,FALSE
19,Shurlocke,French,Medium,Midtown,07:00,20:00,2.8,TRUE
20,Hana,African,Cheap,Morningside Heights,11:00,23:00,2.1,TRUE
21,Kayle,Chinese,Expensive,West Village,07:00,23:00,2.7,TRUE
22,Kimberley,Chinese,Expensive,Harlem,11:00,21:00,4.7,FALSE
23,Erika,Japanese,Medium,Gramercy Park,06:00,19:00,2.6,TRUE
24,Hurley,Mixed,Medium,West Village,10:00,17:00,3.9,FALSE
25,Caryl,Japanese,Expensive,Inwood,06:00,23:00,2.8,TRUE
26,Granny,Japanese,Medium,Murray Hill,07:00,17:00,3.2,FALSE
27,Cherri,Japanese,Medium,Inwood,08:00,19:00,3.5,FALSE
28,Brinn,French,Expensive,Central Harlem,07:00,21:00,4.0,TRUE
29,Sammy,Spanish,Cheap,Upper East Side,06:00,18:00,3.6,FALSE
30,Marlo,French,Medium,Lower East Side,06:00,16:00,4.4,FALSE
31,Merwin,Japanese,Medium,Gramercy Park,09:00,22:00,4.4,TRUE
32,Debee,Mixed,Cheap,Morningside Heights,09:00,19:00,4.9,TRUE
33,Erskine,Korean,Cheap,Kips Bay,11:00,17:00,4.1,TRUE
34,Orlan,Chinese,Medium,Central Harlem,06:00,18:00,2.6,FALSE
35,Alys,American,Expensive,Inwood,09:00,20:00,3.1,TRUE
36,Archambault,Chinese,Cheap,Inwood,09:00,16:00,4.5,TRUE
37,Edgard,Mixed,Medium,Turtle Bay,08:00,19:00,2.0,FALSE
38,Warren,Mixed,Cheap,Battery Park City,11:00,22:00,3.9,TRUE
39,Mab,American,Expensive,Gramercy Park,06:00,22:00,3.3,TRUE
40,Christyna,French,Medium,Kips Bay,09:00,21:00,2.0,FALSE
41,Trace,African,Cheap,West Village,07:00,18:00,3.4,TRUE
42,Aloysia,Japanese,Cheap,Morningside Heights,11:00,22:00,4.8,TRUE
43,Jemimah,African,Medium,Washington Heights,09:00,19:00,4.1,FALSE
44,Arliene,French,Expensive,Lower East Side,09:00,23:00,3.3,FALSE
45,Putnem,Japanese,Expensive,Lower East Side,06:00,16:00,2.3,FALSE
46,Tarrance,American,Expensive,Lower East Side,08:00,18:00,3.4,TRUE
47,Allix,Chinese,Expensive,Gramercy Park,07:00,20:00,3.1,FALSE
48,Kennett,Mixed,Cheap,Greenwich Village,11:00,18:00,3.8,FALSE
49,Addy,Japanese,Medium,Kips Bay,06:00,22:00,4.7,TRUE
50,Booth,American,Medium,Battery Park City,11:00,17:00,4.6,TRUE
51,Edwin,Spanish,Expensive,West Village,09:00,18:00,2.7,TRUE
52,Harvey,Mexican,Cheap,East Village,10:00,22:00,4.2,TRUE
53,Dael,Mixed,Medium,Central Harlem,10:00,16:00,4.4,TRUE
54,Nikita,Japanese,Cheap,SoHo,06:00,18:00,4.6,TRUE
55,Turner,Korean,Cheap,Chelsea,07:00,20:00,4.4,FALSE
56,Cordell,Japanese,Expensive,Washington Heights,06:00,17:00,4.2,TRUE
57,Cati,French,Medium,Greenwich Village,09:00,22:00,2.1,FALSE
58,Alexandrina,American,Cheap,Chelsea,10:00,17:00,3.2,FALSE
59,Irvine,Mexican,Medium,Murray Hill,08:00,16:00,3.5,FALSE
60,Thatch,American,Expensive,Washington Heights,06:00,23:00,3.9,TRUE
61,Rolf,Korean,Medium,Lower East Side,09:00,17:00,4.5,TRUE
62,Creight,French,Cheap,Lower East Side,07:00,20:00,2.1,TRUE
63,Gwenette,African,Cheap,Lower East Side,10:00,22:00,2.1,TRUE
64,Lydia,Mexican,Medium,SoHo,11:00,20:00,4.1,TRUE
65,Kissie,Mexican,Cheap,Central Harlem,08:00,19:00,5.0,FALSE
66,Rianon,American,Cheap,Kips Bay,09:00,19:00,3.8,TRUE
67,Bil,Japanese,Cheap,TriBeCa,10:00,22:00,2.5,TRUE
68,Bevvy,American,Cheap,Washington Heights,10:00,20:00,4.4,FALSE
69,Almeria,Spanish,Cheap,Kips Bay,07:00,21:00,2.6,FALSE
70,Ariana,Italian,Medium,Washington Heights,08:00,18:00,4.6,TRUE
71,Tabbi,Japanese,Cheap,Midtown,10:00,22:00,2.3,FALSE
72,Sascha,African,Expensive,Turtle Bay,08:00,23:00,2.5,FALSE
73,Georg,Japanese,Cheap,Harlem,11:00,23:00,2.8,TRUE
74,Ferdinand,Korean,Expensive,Harlem,08:00,21:00,2.7,FALSE
75,Sharron,Japanese,Cheap,TriBeCa,07:00,17:00,4.4,FALSE
76,Arlinda,Korean,Cheap,Midtown,10:00,23:00,2.1,TRUE
77,Barbee,Spanish,Cheap,Harlem,09:00,18:00,2.2,FALSE
78,Tammie,Mexican,Expensive,Chelsea,07:00,21:00,3.5,FALSE
79,Joscelin,Chinese,Cheap,East Village,06:00,20:00,2.3,FALSE
80,Gasper,Spanish,Expensive,Central Harlem,10:00,21:00,2.9,TRUE
81,Nadeen,Chinese,Medium,Murray Hill,09:00,20:00,3.9,FALSE
82,Marybeth,French,Cheap,Gramercy Park,09:00,18:00,4.6,FALSE
83,Christin,French,Cheap,Upper East Side,09:00,20:00,4.0,FALSE
84,Gary,American,Expensive,Battery Park City,11:00,16:00,2.6,FALSE
85,Delphinia,Italian,Expensive,Murray Hill,11:00,20:00,2.6,TRUE
86,Cullin,Mixed,Cheap,Greenwich Village,07:00,16:00,3.2,TRUE
87,Lorant,Spanish,Expensive,Inwood,07:00,17:00,3.9,FALSE
88,Geno,Japanese,Expensive,Battery Park City,07:00,21:00,2.2,TRUE
89,Paulo,Spanish,Expensive,Upper West Side,10:00,21:00,3.6,FALSE
90,Katya,Chinese,Expensive,Midtown,08:00,16:00,2.3,TRUE
91,Ber,American,Cheap,Upper East Side,09:00,21:00,3.8,TRUE
92,Richy,American,Cheap,Greenwich Village,08:00,17:00,2.5,FALSE
93,Kari,Spanish,Medium,Upper West Side,08:00,20:00,2.7,TRUE
94,Sancho,Mexican,Cheap,West Village,08:00,22:00,2.5,TRUE
95,Denys,Korean,Cheap,Washington Heights,10:00,19:00,3.6,FALSE
96,Sephira,Japanese,Expensive,Upper West Side,09:00,19:00,4.4,TRUE
97,Meghann,Japanese,Medium,Lower East Side,09:00,21:00,4.6,TRUE
98,Morey,French,Expensive,TriBeCa,06:00,16:00,3.1,TRUE
99,Andromache,French,Expensive,Chelsea,11:00,18:00,4.7,TRUE
100,Alastair,French,Medium,Washington Heights,08:00,19:00,2.8,TRUE
101,Zara,Korean,Cheap,Lower East Side,10:00,21:00,2.8,FALSE
102,Brit,Spanish,Cheap,Inwood,10:00,22:00,2.0,FALSE
103,Kippy,Korean,Cheap,TriBeCa,06:00,21:00,4.4,FALSE
104,Linc,Chinese,Expensive,Washington Heights,09:00,20:00,4.7,FALSE
105,Stesha,African,Expensive,Upper East Side,09:00,22:00,4.9,TRUE
106,Gustie,Mexican,Expensive,Chelsea,06:00,16:00,3.1,FALSE
107,Ajay,French,Medium,East Village,07:00,22:00,3.7,FALSE
108,Mario,Chinese,Cheap,Battery Park City,10:00,21:00,4.6,FALSE
109,Lamond,African,Cheap,Murray Hill,10:00,21:00,2.4,FALSE
110,Cyndie,Mexican,Expensive,Upper East Side,07:00,16:00,3.9,TRUE
111,Reggis,Japanese,Expensive,TriBeCa,11:00,23:00,4.6,TRUE
112,Dunn,Chinese,Cheap,Upper West Side,07:00,16:00,2.7,TRUE
113,Morley,French,Expensive,Battery Park City,07:00,19:00,2.2,FALSE
114,Lovell,Mexican,Expensive,Upper West Side,09:00,17:00,3.2,FALSE
115,Tonie,Mixed,Expensive,TriBeCa,08:00,21:00,3.5,FALSE
116,Antoinette,Italian,Cheap,Inwood,11:00,16:00,4.4,TRUE
117,Benyamin,Mexican,Cheap,Midtown,08:00,21:00,4.9,TRUE
118,Fremont,African,Expensive,Central Harlem,07:00,18:00,3.8,FALSE
119,Marijo,Chinese,Cheap,Chelsea,10:00,17:00,4.8,FALSE
120,Dacey,Japanese,Cheap,Chelsea,09:00,23:00,2.5,FALSE
121,Mattie,Mixed,Medium,Greenwich Village,09:00,17:00,3.2,FALSE
122,Johnathon,Japanese,Cheap,Battery Park City,09:00,17:00,4.9,TRUE
123,Raddie,American,Expensive,East Village,07:00,16:00,2.3,TRUE
124,Rodie,French,Medium,Turtle Bay,08:00,20:00,2.4,TRUE
125,Clemmy,American,Expensive,Washington Heights,07:00,19:00,4.1,TRUE
126,Jasmin,Chinese,Medium,Battery Park City,11:00,23:00,3.4,FALSE
127,Fionnula,Japanese,Expensive,Gramercy Park,08:00,19:00,4.9,FALSE
128,Tarrah,African,Medium,Gramercy Park,11:00,18:00,3.3,FALSE
129,Shirlene,Mexican,Cheap,Midtown,06:00,16:00,3.7,FALSE
130,Farrel,Italian,Cheap,West Village,06:00,23:00,2.0,FALSE
131,Sisely,American,Cheap,Upper West Side,07:00,22:00,3.6,FALSE
132,Natasha,American,Medium,Battery Park City,09:00,20:00,2.3,FALSE
133,Perri,French,Medium,Central Harlem,11:00,17:00,2.5,TRUE
134,Claus,Mixed,Medium,Kips Bay,11:00,17:00,4.3,TRUE
135,Dwayne,Japanese,Expensive,Gramercy Park,07:00,23:00,3.6,FALSE
136,Marne,Mixed,Medium,Upper West Side,11:00,23:00,2.8,TRUE
137,Vite,Spanish,Expensive,Greenwich Village,06:00,23:00,2.1,TRUE
138,Edward,American,Expensive,Kips Bay,09:00,18:00,4.5,TRUE
139,Bret,Chinese,Medium,Battery Park City,10:00,17:00,2.6,FALSE
140,Stan,French,Expensive,East Village,10:00,19:00,4.9,FALSE
141,Heath,Japanese,Medium,Gramercy Park,09:00,20:00,3.5,TRUE
142,Moshe,French,Cheap,East Village,11:00,19:00,4.3,FALSE
143,Stanton,Chinese,Medium,Kips Bay,06:00,17:00,2.9,TRUE
144,Berrie,Italian,Cheap,Washington Heights,11:00,19:00,2.4,FALSE
145,Harlene,Chinese,Expensive,Morningside Heights,06:00,23:00,4.4,TRUE
146,Kirk,French,Expensive,TriBeCa,06:00,18:00,3.8,FALSE
147,Pet,Mexican,Expensive,Harlem,08:00,22:00,3.9,TRUE
148,Bill,African,Expensive,Harlem,08:00,23:00,2.6,TRUE
149,Yettie,Korean,Expensive,Chelsea,08:00,20:00,2.0,FALSE
150,Marleah,Spanish,Cheap,Gramercy Park,06:00,22:00,3.2,TRUE
151,Gertrudis,Korean,Medium,Washington Heights,09:00,19:00,4.7,FALSE
152,Elfreda,French,Medium,Greenwich Village,10:00,22:00,4.1,TRUE
153,Tobye,African,Cheap,SoHo,08:00,22:00,4.7,FALSE
154,Rob,Mexican,Cheap,Gramercy Park,10:00,16:00,3.1,TRUE
155,Fidelia,Italian,Cheap,Upper West Side,10:00,19:00,4.4,FALSE
156,Raquela,Chinese,Medium,Upper East Side,11:00,16:00,3.9,TRUE
157,Celina,Korean,Medium,Central Harlem,08:00,22:00,2.7,TRUE
158,Orson,French,Cheap,SoHo,07:00,23:00,2.9,FALSE
159,Adolphe,Chinese,Medium,Lower East Side,08:00,23:00,2.8,TRUE
160,Oneida,French,Medium,Murray Hill,06:00,17:00,4.6,TRUE
161,Marlin,Spanish,Cheap,Turtle Bay,11:00,16:00,4.2,FALSE
162,Tessy,African,Cheap,Washington Heights,10:00,23:00,2.7,TRUE
163,Drusi,Korean,Cheap,Murray Hill,10:00,23:00,4.7,TRUE
164,Silvain,African,Medium,Lower East Side,09:00,19:00,2.8,FALSE
165,Meredith,Mexican,Medium,Midtown,07:00,17:00,4.1,FALSE
166,Sean,Japanese,Medium,Central Harlem,11:00,19:00,4.9,TRUE
167,Susana,African,Cheap,SoHo,11:00,19:00,2.0,TRUE
168,Vernen,Mixed,Expensive,Midtown,06:00,23:00,3.9,FALSE
169,Tremayne,Spanish,Cheap,Upper West Side,09:00,22:00,4.5,FALSE
170,Siward,Spanish,Medium,Upper East Side,08:00,22:00,3.8,TRUE
171,Jefferey,Japanese,Cheap,Greenwich Village,07:00,19:00,2.5,FALSE
172,Clarie,American,Cheap,Battery Park City,06:00,20:00,3.7,TRUE
173,Cal,American,Cheap,Upper East Side,07:00,21:00,4.4,TRUE
174,Guenna,African,Cheap,Gramercy Park,06:00,17:00,3.4,TRUE
175,Roland,Korean,Medium,Harlem,08:00,23:00,4.0,FALSE
176,Muhammad,Spanish,Medium,Kips Bay,06:00,20:00,3.1,TRUE
177,Janeczka,Korean,Medium,Chelsea,06:00,22:00,3.3,TRUE
178,Anderson,Japanese,Expensive,Lower East Side,11:00,17:00,3.1,TRUE
179,Francis,Italian,Medium,Washington Heights,08:00,19:00,3.2,FALSE
180,Augie,Japanese,Cheap,Washington Heights,08:00,23:00,2.7,FALSE
181,Janka,Korean,Medium,Greenwich Village,08:00,18:00,2.9,TRUE
182,Buffy,French,Expensive,East Village,06:00,20:00,3.4,TRUE
183,Yolanda,African,Cheap,Gramercy Park,08:00,22:00,2.8,TRUE
184,Adolpho,Japanese,Expensive,Chelsea,06:00,21:00,3.3,TRUE
185,Weston,Chinese,Expensive,Murray Hill,10:00,22:00,3.3,TRUE
186,Matthaeus,French,Expensive,West Village,11:00,22:00,3.4,FALSE
187,Colly,Italian,Expensive,Battery Park City,09:00,21:00,3.3,FALSE
188,Berton,Chinese,Cheap,Upper East Side,11:00,22:00,4.7,FALSE
189,Taddeusz,Japanese,Expensive,Upper West Side,07:00,23:00,3.9,FALSE
190,Othella,Korean,Cheap,Upper West Side,06:00,23:00,4.6,FALSE
191,Richmound,Italian,Expensive,Central Harlem,10:00,23:00,2.6,FALSE
192,Judith,Italian,Medium,East Village,09:00,17:00,4.2,TRUE
193,Lonnard,Chinese,Expensive,Gramercy Park,10:00,17:00,2.2,FALSE
194,Gav,Chinese,Expensive,TriBeCa,11:00,21:00,4.8,FALSE
195,Florance,Mixed,Expensive,Murray Hill,11:00,18:00,4.8,FALSE
196,Benjamen,African,Expensive,Midtown,10:00,20:00,4.8,TRUE
197,Giulio,Chinese,Medium,Central Harlem,10:00,19:00,4.3,TRUE
198,Winifred,Italian,Expensive,West Village,07:00,20:00,4.6,TRUE
199,Frederico,Mexican,Medium,Morningside Heights,08:00,19:00,3.4,FALSE
200,Stafani,French,Cheap,Kips Bay,07:00,19:00,2.2,FALSE
201,Wakefield,Italian,Cheap,Morningside Heights,07:00,22:00,4.1,FALSE
202,Marjory,Italian,Expensive,Inwood,06:00,18:00,3.1,TRUE
203,Malachi,Italian,Expensive,Gramercy Park,10:00,16:00,3.5,TRUE
204,Kitty,Chinese,Cheap,Lower East Side,06:00,17:00,4.9,FALSE
205,Corny,Japanese,Medium,East Village,07:00,20:00,4.3,TRUE
206,Cale,African,Expensive,Greenwich Village,10:00,17:00,2.3,TRUE
207,Ina,Chinese,Cheap,Inwood,10:00,23:00,4.7,TRUE
208,Hallsy,Italian,Expensive,SoHo,06:00,21:00,3.5,FALSE
209,Sterling,Spanish,Cheap,Chelsea,07:00,21:00,2.5,FALSE
210,Liv,Spanish,Medium,Murray Hill,06:00,23:00,4.0,FALSE
211,Sanders,Mexican,Medium,Gramercy Park,09:00,21:00,2.8,TRUE
212,Willem,French,Cheap,Harlem,09:00,23:00,4.7,FALSE
213,Shepherd,French,Medium,Turtle Bay,11:00,23:00,2.4,TRUE
214,Garnet,Korean,Expensive,Greenwich Village,11:00,22:00,3.8,TRUE
215,Sharity,African,Cheap,Chelsea,08:00,18:00,2.2,TRUE
216,Ealasaid,Italian,Medium,Gramercy Park,10:00,16:00,4.7,FALSE
217,Venita,Mexican,Medium,Turtle Bay,08:00,20:00,2.6,TRUE
218,Shanta,Chinese,Cheap,Morningside Heights,06:00,22:00,2.8,TRUE
219,Odilia,Japanese,Cheap,Inwood,10:00,17:00,2.2,FALSE
220,Roldan,Mexican,Medium,Turtle Bay,11:00,22:00,4.9,TRUE
221,Yoshi,Mixed,Expensive,Upper East Side,10:00,22:00,3.6,TRUE
222,Goldi,Japanese,Medium,East Village,08:00,23:00,5.0,TRUE
223,Vonny,African,Cheap,East Village,08:00,18:00,2.1,TRUE
224,Clint,Korean,Expensive,West Village,09:00,20:00,2.8,TRUE
225,Mitchel,Japanese,Cheap,TriBeCa,09:00,17:00,2.1,FALSE
226,Janella,Chinese,Cheap,Kips Bay,09:00,22:00,2.8,TRUE
227,Kalvin,Mixed,Expensive,Central Harlem,08:00,21:00,2.1,TRUE
228,Charlot,Italian,Expensive,Harlem,09:00,23:00,4.5,TRUE
229,Gabie,French,Cheap,Upper East Side,08:00,16:00,3.1,FALSE
230,Hunter,Korean,Cheap,Washington Heights,09:00,18:00,3.9,FALSE
231,Teddie,Mexican,Medium,Upper West Side,06:00,19:00,4.6,TRUE
232,Abrahan,American,Cheap,Upper West Side,09:00,17:00,4.9,FALSE
233,Sharia,African,Medium,Battery Park City,11:00,21:00,3.7,FALSE
234,Terrel,Italian,Expensive,TriBeCa,08:00,19:00,4.2,FALSE
235,Daniel,French,Expensive,Harlem,10:00,20:00,4.0,FALSE
236,Sandra,African,Medium,Gramercy Park,10:00,20:00,3.3,FALSE
237,Wilow,African,Medium,East Village,07:00,16:00,3.9,FALSE
238,Ephrayim,American,Medium,West Village,11:00,18:00,4.0,TRUE
239,Daile,French,Expensive,Chelsea,10:00,22:00,5.0,FALSE
240,Gilburt,American,Cheap,Chelsea,10:00,18:00,3.9,TRUE
241,Norbert,African,Expensive,West Village,10:00,18:00,4.6,FALSE
242,Aguie,Italian,Expensive,Battery Park City,06:00,21:00,4.1,FALSE
243,Mabel,Mixed,Expensive,Turtle Bay,09:00,20:00,3.0,FALSE
244,Reeta,French,Expensive,Central Harlem,08:00,18:00,2.3,FALSE
245,Sheffy,American,Cheap,Turtle Bay,08:00,17:00,4.6,TRUE
246,Currie,Italian,Expensive,Washington Heights,09:00,23:00,3.3,FALSE
247,Wilton,Mixed,Cheap,Gramercy Park,08:00,17:00,2.8,TRUE
248,Ermin,Mixed,Medium,TriBeCa,06:00,20:00,3.6,TRUE
249,Kendre,Mixed,Cheap,Inwood,08:00,20:00,2.9,FALSE
250,Paula,Mixed,Medium,TriBeCa,10:00,20:00,3.9,FALSE
251,Theresa,Mexican,Medium,Turtle Bay,10:00,22:00,2.4,FALSE
252,Svend,Mexican,Cheap,Washington Heights,08:00,18:00,2.9,FALSE
253,Coletta,Japanese,Cheap,East Village,08:00,20:00,4.8,FALSE
254,Renell,Japanese,Medium,Turtle Bay,07:00,21:00,3.6,FALSE
255,Fields,Spanish,Cheap,Gramercy Park,09:00,21:00,3.8,TRUE
256,Lefty,Japanese,Expensive,TriBeCa,08:00,17:00,2.9,TRUE
257,Sibby,Italian,Expensive,Chelsea,11:00,23:00,2.8,FALSE
258,Ardath,French,Medium,SoHo,07:00,21:00,2.1,FALSE
259,Ericka,Mixed,Cheap,Harlem,08:00,21:00,3.4,TRUE
260,Russ,African,Medium,Greenwich Village,10:00,21:00,2.9,FALSE
261,Phillis,Korean,Medium,Chelsea,06:00,19:00,3.8,FALSE
262,Whitaker,Korean,Expensive,Upper West Side,11:00,23:00,2.4,TRUE
263,Sadella,Mixed,Medium,Lower East Side,08:00,22:00,4.1,FALSE
264,Kordula,American,Expensive,Upper East Side,08:00,22:00,4.7,FALSE
265,Adriana,African,Cheap,Morningside Heights,07:00,18:00,3.0,FALSE
266,Pierre,French,Expensive,East Village,07:00,22:00,2.8,TRUE
267,Darb,American,Expensive,SoHo,09:00,16:00,2.3,TRUE
268,Xenos,Italian,Medium,Battery Park City,09:00,16:00,2.8,FALSE
269,Michelina,African,Medium,East Village,10:00,22:00,2.8,TRUE
270,Althea,Japanese,Expensive,West Village,08:00,22:00,2.4,FALSE
271,Sherm,Italian,Medium,East Village,09:00,19:00,2.7,FALSE
272,Maggi,Japanese,Medium,Upper East Side,09:00,17:00,3.2,FALSE
273,Amy,Mixed,Cheap,Midtown,11:00,18:00,2.6,TRUE
274,Andrus,Korean,Cheap,SoHo,07:00,18:00,2.4,FALSE
275,Golda,French,Expensive,Lower East Side,06:00,21:00,2.0,TRUE
276,Katleen,Mixed,Medium,Upper West Side,09:00,20:00,4.8,TRUE
277,Jocelyne,Mexican,Medium,Central Harlem,07:00,17:00,2.7,FALSE
278,Theresina,Korean,Medium,Midtown,09:00,19:00,2.4,TRUE
279,Fair,Mexican,Medium,Upper East Side,06:00,23:00,4.9,TRUE
280,Ettore,American,Medium,Turtle Bay,11:00,20:00,4.6,FALSE
281,Farlee,Mexican,Expensive,Lower East Side,11:00,21:00,4.1,TRUE
282,Isac,Korean,Expensive,TriBeCa,10:00,20:00,3.8,TRUE
283,Durward,French,Expensive,Battery Park City,09:00,22:00,3.3,TRUE
284,Darill,Mexican,Cheap,Chelsea,06:00,18:00,2.1,TRUE
285,Stanford,Italian,Medium,Gramercy Park,07:00,22:00,3.0,FALSE
286,Jerrold,American,Expensive,Murray Hill,09:00,19:00,2.9,FALSE
287,Phoebe,African,Expensive,Gramercy Park,11:00,20:00,4.4,TRUE
288,Ric,Mixed,Expensive,Murray Hill,11:00,20:00,2.7,FALSE
289,Rory,African,Medium,Chelsea,06:00,23:00,2.8,TRUE
290,Debbie,Italian,Expensive,Central Harlem,06:00,19:00,4.6,FALSE
291,Star,American,Expensive,Kips Bay,06:00,18:00,3.6,FALSE
292,Enrico,Korean,Medium,East Village,11:00,17:00,3.5,TRUE
293,Hillard,Mixed,Cheap,East Village,07:00,19:00,3.2,FALSE
294,Patty,Japanese,Expensive,Kips Bay,11:00,22:00,4.7,FALSE
295,Tailor,Mixed,Cheap,Turtle Bay,10:00,16:00,2.5,FALSE
296,Blanche,Chinese,Medium,SoHo,09:00,18:00,3.0,FALSE
297,Jarrod,Italian,Cheap,Kips Bay,06:00,22:00,3.1,FALSE
298,Cordelia,Korean,Medium,Harlem,06:00,16:00,4.5,FALSE
299,Tara,Korean,Cheap,Inwood,09:00,21:00,4.4,TRUE
300,Bing,Mexican,Expensive,Morningside Heights,08:00,19:00,3.7,FALSE
301,Sasha,Italian,Expensive,Gramercy Park,08:00,16:00,2.8,TRUE
302,Zandra,Italian,Expensive,Midtown,09:00,18:00,2.2,TRUE
303,Tymon,Korean,Medium,Kips Bay,06:00,16:00,4.3,TRUE
304,Noella,Mexican,Cheap,Midtown,06:00,17:00,2.0,TRUE
305,Donovan,African,Expensive,Inwood,08:00,22:00,4.1,FALSE
306,Gabriel,African,Medium,Murray Hill,06:00,21:00,3.4,TRUE
307,Callida,Spanish,Expensive,Upper West Side,09:00,23:00,4.9,TRUE
308,Baxter,African,Medium,Greenwich Village,08:00,17:00,2.6,FALSE
309,Vida,African,Expensive,Lower East Side,08:00,16:00,3.0,TRUE
310,Killie,Spanish,Medium,Harlem,07:00,17:00,3.6,TRUE
311,Guilbert,Japanese,Medium,Central Harlem,09:00,16:00,3.9,FALSE
312,Gib,African,Medium,Gramercy Park,08:00,21:00,3.1,TRUE
313,Ana,Italian,Cheap,SoHo,07:00,23:00,3.9,FALSE
314,Pierre,Spanish,Medium,Battery Park City,06:00,23:00,3.1,TRUE
315,Joane,American,Expensive,Murray Hill,06:00,19:00,3.4,FALSE
316,Joanna,African,Medium,Washington Heights,09:00,17:00,2.9,TRUE
317,Lynda,Japanese,Medium,Inwood,08:00,16:00,4.9,FALSE
318,Sigfrid,Korean,Medium,Central Harlem,09:00,22:00,2.3,FALSE
319,Zonda,Japanese,Cheap,Turtle Bay,06:00,19:00,3.6,TRUE
320,Ricardo,Korean,Medium,Morningside Heights,06:00,16:00,4.5,FALSE
321,Nancie,Korean,Expensive,Washington Heights,10:00,18:00,4.0,FALSE
322,Honor,African,Medium,Lower East Side,07:00,23:00,3.2,FALSE
323,Abbot,Spanish,Expensive,Harlem,06:00,20:00,4.2,FALSE
324,Jeni,African,Medium,Harlem,09:00,17:00,4.2,TRUE
325,Paola,Korean,Cheap,Washington Heights,11:00,20:00,3.9,FALSE
326,Cazzie,Italian,Medium,Murray Hill,10:00,20:00,3.9,TRUE
327,Shanta,French,Medium,Washington Heights,06:00,21:00,3.1,FALSE
328,Aldric,Italian,Expensive,Murray Hill,11:00,19:00,4.4,TRUE
329,Carlen,Mixed,Cheap,East Village,08:00,18:00,2.4,FALSE
330,Leese,Chinese,Cheap,Inwood,09:00,20:00,4.3,TRUE
331,Cherry,African,Expensive,TriBeCa,06:00,18:00,2.9,TRUE
332,Nicolas,Japanese,Cheap,Murray Hill,11:00,23:00,3.8,TRUE
333,Rolland,Korean,Cheap,Murray Hill,06:00,23:00,2.9,FALSE
334,Austin,African,Medium,Midtown,10:00,20:00,3.6,TRUE
